logo_url,rank,rank_delta,name,id,price,amount,share,value,currency,symbol,status,price_date,price_timestamp,circulating_supply,max_supply,market_cap,market_cap_dominance,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_trade,first_order_book,high,high_timestamp,1d_volume,1d_price_change,1d_price_change_pct,1d_volume_change,1d_volume_change_pct,1d_market_cap_change,1d_market_cap_change_pct,7d_volume,7d_price_change,7d_price_change_pct,7d_volume_change,7d_volume_change_pct,7d_market_cap_change,7d_market_cap_change_pct,30d_volume,30d_price_change,30d_price_change_pct,30d_volume_change,30d_volume_change_pct,30d_market_cap_change,30d_market_cap_change_pct,365d_volume,365d_price_change,365d_price_change_pct,365d_volume_change,365d_volume_change_pct,365d_market_cap_change,365d_market_cap_change_pct,ytd_volume,ytd_price_change,ytd_price_change_pct,ytd_volume_change,ytd_volume_change_pct,ytd_market_cap_change,ytd_market_cap_change_pct,platform_currency,price_pct_ath,drop_pct_ath,days_ath
https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ada.svg,7,-1,Cardano,ADA,0.52679651,10000,11.544,5267.965,ADA,ADA,active,2022-08-17,2022-08-17,33820262544,45000000000,17816396281,1.5699999999999998,188,1071,695,2017-10-01,2017-11-22,2018-08-29,2.50149032,2021-09-02,1452120848.58,-0.026410925,-0.0477,306660403.23,0.2677,-906356336.57,-0.0484,31560804139.51,0.0046271014,0.0089,17656799080.78,1.2699,173415271.88,0.0098,70231953701.76,0.043681863,0.0904,38015899324.26,1.18,1477332066.9,0.0904,800268047980.79,-1.7617906,-0.7698,-447098583463.35,-0.3584,-55570331975.75,-0.7572,350587208003.94,-0.68708111,-0.566,-429065442713.98,-0.5503,-21108277812.35,-0.5423,NA,21.05930635781953,78.94069364218048,349
https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/btc.svg,1,0,Bitcoin,BTC,22905.34554041,1.2,60.232,27486.415,BTC,BTC,active,2022-08-17,2022-08-17,19124218,21000000,438046821480,38.54,468,92273,10789,2011-08-18,2011-08-18,2017-01-06,58434.73727972,2021-11-08,56572839924.15,-678.92597213,-0.0288,6456152966.61,0.1288,-13015601973.48,-0.0289,406914064952.68,-357.74569766,-0.0154,73862181835.42,0.2218,-6685325263.7,-0.015,1687015123439.17,793.72136008,0.0359,248581255978.35,0.1728,15778923345.94,0.0374,18436482324700.57,-18892.05195138,-0.452,-2589637271512.27,-0.1232,-347296475846.17,-0.4422,10956534846680.1,-18800.67327341,-0.4508,-2329805949466.37,-0.1754,-350872279663.72,-0.4448,NA,39.19816637621709,60.80183362378291,282
https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/eth.svg,2,0,Ethereum,ETH,1806.53329214,4.5,17.814,8129.4,ETH,ETH,active,2022-08-17,2022-08-17,122004668,NA,220405494989,19.39,545,94260,81418,2015-08-07,2015-08-07,2018-08-29,4159.16240603,2021-11-08,32339045753.68,-42.74773222,-0.0231,5199789958.41,0.1916,-5190803062.38,-0.023,248571091814.62,7.68212732,0.0043,39877445915.4,0.1911,1104410378.61,0.005,980425024705.82,248.78092762,0.1597,298313619022.79,0.4373,30979806259.53,0.1635,9036454252777.86,-942.17355547,-0.3428,-2527693138100.38,-0.2186,-101596862541.92,-0.3155,5337869403168.44,-1568.21633102,-0.4647,-2016628213839.28,-0.2742,-181095987883.26,-0.451,ETH,43.435026473620454,56.564973526379546,282
https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HEX.png,13,0,HEX,HEX,0.057951877,50000,6.35,2897.594,HEX,HEX,active,2022-08-17,2022-08-17,136956825312,642821832620,7936905049,0.7000000000000001,40,146,12,2019-12-13,2020-05-18,2020-03-11,0.41771818,2021-09-18,14378977.68,-0.0015103683,-0.0254,-13141282.56,-0.4775,-204200832.69,-0.0251,135273332.8,2.2817648e-4,0.004,71250540.8,1.1129,49905642.77,0.0063,330087312.72,0.018220101,0.4586,53479430.37,0.1933,2516702450.56,0.4643,7222319226.76,-0.095506737,-0.6224,3244404347.76,0.8156,-79990170971.94,-0.9097,3271200219.47,-0.13147573,-0.6941,-3149544297.88,-0.4905,-17839513416.06,-0.6921,ETH,13.87343902532564,86.12656097467436,333
https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/XRP.svg,6,1,XRP,XRP,0.3705054,5000,4.06,1852.527,XRP,XRP,active,2022-08-17,2022-08-17,49377587823,100000000000,18294663160,1.61,313,3070,121,2013-05-09,2013-05-09,2018-08-29,2.29070092,2018-01-07,1753964814.35,7.0201494e-4,0.0019,462614540.46,0.3582,115163292.54,0.0063,30889357689.56,3.4825737e-4,9e-4,16480195713.74,1.1437,400118727.48,0.0224,79928603573.32,0.010590832,0.0294,29239574028.65,0.5768,895276564.92,0.0515,979958927290.08,-0.6699848,-0.6439,-1481128783343.18,-0.6018,-30002401272.34,-0.6212,475761611656.41,-0.38597646,-0.5102,-464706050396.24,-0.4941,-17665431781.22,-0.4913,NA,16.174324494530694,83.8256755054693,1683
